Date,Chain,Postcode,Category,Total Units,Sale Price,Cost Price
1/1/16,Bellings,4870,Groceries,10,1.7,1.7
1/1/16,Ready Wear,2350,Juniors,4,10,10.01
1/1/16,Ready Wear,3353,Accessories,4,2,2.01
1/1/16,Bellings,3977,Womens,3,15,15
1/1/16,Bellings,3134,Juniors,6,4.17,4.17
1/1/16,Bellings,5343,Juniors,5,8.4,8.4
1/1/16,Ready Wear,2015,Hosiery,3,1,1
1/1/16,Bellings,2120,Mens,1,7,7
1/1/16,Bellings,2141,Shoes,1,20,20
1/1/16,Bellings,2158,Groceries,1,2,2
1/1/16,Ready Wear,2350,Kids,2,3,3
1/1/16,Ready Wear,2350,Hosiery,27,0.5,0.5
1/1/16,Ready Wear,2560,Intimate,1,1,1
1/1/16,Ready Wear,2617,Hosiery,5,1,1
1/1/16,Ready Wear,2830,Accessories,1,1,1
1/1/16,Ready Wear,3066,Accessories,1,1,1
1/1/16,Ready Wear,3076,Kids,2,1,1
1/1/16,Bellings,3134,Womens,1,10,10
1/1/16,Bellings,3136,Juniors,1,5,5
1/1/16,Ready Wear,3148,Accessories,2,1,1
1/1/16,Ready Wear,3551,Accessories,4,1,1
1/1/16,Bellings,3630,Womens,6,5,5
1/1/16,Ready Wear,4053,Shoes,1,1,1
1/1/16,Ready Wear,4068,Mens,5,0.5,0.5
1/1/16,Ready Wear,4068,Shoes,2,1,1
1/1/16,Ready Wear,4119,Mens,2,5,5
1/1/16,Bellings,4570,Womens,30,5,5
1/1/16,Bellings,4700,Womens,5,3,3
1/1/16,Bellings,4700,Mens,1,7,7
1/1/16,Bellings,5082,Hosiery,13,1,1
1/1/16,Bellings,6052,Womens,2,10,10
1/1/16,Bellings,6112,Hosiery,1,1,1
1/1/16,Bellings,7010,Mens,1,7,7
1/1/16,Bellings,3131,Shoes,1,2.01,2
1/1/16,Bellings,6021,Groceries,6,1.33,1.31
1/1/16,Ready Wear,2800,Groceries,1,1.99,1.86
1/1/16,Bellings,3630,Accessories,1,0.49,0.28
1/1/16,Bellings,3931,Accessories,1,0.49,0.28
1/1/16,Bellings,4305,Accessories,1,0.49,0.28
1/1/16,Bellings,4703,Accessories,1,0.49,0.28
1/1/16,Bellings,7320,Juniors,9,12.66,12.64
1/1/16,Ready Wear,2650,Womens,1,3,2.75
1/1/16,Ready Wear,4558,Hosiery,1,0.5,0.25
1/1/16,Bellings,5082,Accessories,5,3,2.95
1/1/16,Bellings,5168,Womens,1,3,2.74
1/1/16,Bellings,2120,Groceries,8,2.94,2.9
1/1/16,Bellings,3030,Groceries,12,5,4.98
1/1/16,Bellings,6010,Womens,1,1,0.67
1/1/16,Bellings,5169,Groceries,10,1.7,1.67
1/1/16,Bellings,3690,Groceries,2,2,1.8
1/1/16,Bellings,5043,Juniors,24,9.71,9.69
1/1/16,Bellings,2064,Groceries,13,2.92,2.88
1/1/16,Ready Wear,2560,Accessories,1,4.99,4.5
1/1/16,Ready Wear,2830,Hosiery,1,1.99,1.5
1/1/16,Ready Wear,3018,Accessories,1,1.99,1.5
1/1/16,Bellings,3690,Womens,26,3.42,3.4
1/1/16,Ready Wear,3076,Womens,12,7.58,7.54
1/1/16,Ready Wear,2067,Kids,1,5,4.5
1/1/16,Ready Wear,2560,Mens,1,1,0.5
1/1/16,Bellings,3977,Womens,1,3,2.5
1/1/16,Bellings,4220,Kids,1,5,4.5
1/1/16,Bellings,6010,Womens,1,3,2.5
1/1/16,Bellings,7010,Kids,1,5,4.5
1/1/16,Bellings,3179,Groceries,14,0.99,0.95
1/1/16,Bellings,6052,Groceries,14,3.71,3.67
1/1/16,Bellings,7010,Kids,1,5.99,5.4
1/1/16,Bellings,5290,Accessories,3,0.49,0.28
1/1/16,Bellings,3136,Groceries,15,1.79,1.75
1/1/16,Bellings,4566,Mens,1,1,0.35
1/1/16,Ready Wear,2541,Juniors,1,4.49,3.8
1/1/16,Bellings,3630,Groceries,12,2.54,2.48
1/1/16,Ready Wear,3076,Home,1,0.99,0.25
1/1/16,Ready Wear,4558,Intimate,5,1.4,1.25
1/1/16,Ready Wear,2560,Kids,1,2,1.25
1/1/16,Bellings,4703,Juniors,3,3.67,3.42
1/1/16,Ready Wear,3550,Juniors,2,6.51,6.13
1/1/16,Bellings,2539,Groceries,27,1.09,1.06
1/1/16,Bellings,5169,Intimate,1,1.67,0.9
1/1/16,Ready Wear,2795,Kids,1,2.49,1.71
1/1/16,Bellings,4570,Groceries,4,1.02,0.83
1/1/16,Ready Wear,6330,Kids,1,2.49,1.71
1/1/16,Ready Wear,6280,Kids,35,2.88,2.86
1/1/16,Bellings,2478,Accessories,4,0.49,0.28
1/1/16,Ready Wear,2795,Accessories,4,0.49,0.28
1/1/16,Ready Wear,3551,Accessories,4,0.49,0.28
1/1/16,Ready Wear,2795,Kids,1,2.99,2.08
1/1/16,Bellings,4825,Groceries,15,0.77,0.71
1/1/16,Bellings,4305,Kids,4,1.75,1.51
1/1/16,Ready Wear,6280,Hosiery,2,0.99,0.5
1/1/16,Bellings,2485,Juniors,8,5.5,5.38
1/1/16,Ready Wear,2650,Hosiery,9,1.11,1
1/1/16,Bellings,3179,Hosiery,21,1.05,1
1/1/16,Bellings,3500,Hosiery,3,1.33,1
1/1/16,Bellings,3690,Accessories,1,2.99,2
1/1/16,Ready Wear,4215,Womens,11,10.09,10
1/1/16,Ready Wear,4551,Juniors,1,5.99,5
1/1/16,Bellings,4680,Accessories,1,2.99,2
1/1/16,Bellings,4703,Juniors,1,5.99,5
1/1/16,Bellings,6109,Accessories,2,2.5,2.01
1/1/16,Ready Wear,6280,Hosiery,5,1.2,1
1/1/16,Ready Wear,2067,Womens,10,8.8,8.7
1/1/16,Bellings,6027,Juniors,6,6.83,6.67
1/1/16,Ready Wear,2015,Intimate,2,1,0.5
1/1/16,Ready Wear,2020,Juniors,2,10.5,10
1/1/16,Ready Wear,2067,Kids,1,4,3
1/1/16,Ready Wear,2480,Intimate,2,1,0.5
1/1/16,Bellings,2790,Kids,1,4,3
1/1/16,Ready Wear,2830,Kids,2,3,2.5
1/1/16,Bellings,3179,Mens,2,5.5,5
1/1/16,Ready Wear,4551,Accessories,1,7,6
1/1/16,Bellings,5168,Kids,1,4,3
1/1/16,Bellings,6027,Kids,2,5,4.5
1/1/16,Bellings,7250,Juniors,2,5,4.5
1/1/16,Bellings,3500,Womens,9,3.94,3.83
1/1/16,Bellings,2790,Intimate,1,1.99,0.9
1/1/16,Ready Wear,3076,Womens,11,4.73,4.63
1/1/16,Bellings,2064,Accessories,6,0.47,0.29
1/1/16,Ready Wear,2617,Womens,5,6.2,5.98
1/1/16,Bellings,4680,Groceries,13,0.97,0.88
1/1/16,Bellings,5011,Groceries,14,1.85,1.77
1/1/16,Bellings,5607,Juniors,6,2.95,2.75
1/1/16,Ready Wear,2067,Womens,1,5,3.75
1/1/16,Bellings,2485,Home,1,2.5,1.25
1/1/16,Ready Wear,2800,Womens,1,10,8.75
1/1/16,Bellings,3500,Intimate,1,5,3.75
1/1/16,Ready Wear,4068,Kids,1,10,8.75
1/1/16,Bellings,6027,Accessories,2,10,9.38
1/1/16,Bellings,7018,Womens,5,5,4.75
1/1/16,Bellings,2485,Groceries,17,2.84,2.77
1/1/16,Bellings,3030,Accessories,6,0.49,0.28
1/1/16,Ready Wear,4558,Mens,1,4,2.74
1/1/16,Bellings,3280,Kids,2,2,1.35
1/1/16,Bellings,4700,Kids,2,2,1.35
1/1/16,Ready Wear,4509,Kids,1,3.49,2.08
1/1/16,Bellings,3931,Juniors,28,6.36,6.31
1/1/16,Bellings,4703,Juniors,6,10.99,10.75
1/1/16,Ready Wear,2020,Juniors,7,5.71,5.5
1/1/16,Ready Wear,4215,Womens,1,2.99,1.5
1/1/16,Bellings,4680,Womens,1,7.99,6.5
1/1/16,Bellings,3030,Womens,1,5,3.5
1/1/16,Ready Wear,3076,Kids,2,2,1.25
1/1/16,Bellings,3179,Kids,1,2,0.5
1/1/16,Bellings,3630,Womens,1,5,3.5
1/1/16,Bellings,3630,Kids,1,4,2.5
1/1/16,Bellings,6450,Hosiery,2,3,2.25
1/1/16,Bellings,7250,Kids,1,2,0.5
1/1/16,Bellings,3630,Home,1,3.99,2.4
1/1/16,Bellings,4825,Hosiery,27,1.15,1.09
1/1/16,Bellings,2131,Kids,1,2,0.4
1/1/16,Bellings,2539,Kids,1,2,0.4
1/1/16,Bellings,5168,Kids,1,2,0.4
1/1/16,Ready Wear,6330,Mens,1,1.99,0.35
1/1/16,Ready Wear,6330,Kids,1,2.99,1.33
1/1/16,Ready Wear,2830,Accessories,8,0.49,0.28
1/1/16,Ready Wear,2560,Groceries,1,1.99,0.28
1/1/16,Ready Wear,2067,Accessories,1,2.99,1.25
1/1/16,Ready Wear,2116,Intimate,1,2.99,1.25
1/1/16,Ready Wear,4119,Home,1,1.99,0.25
1/1/16,Bellings,4870,Kids,1,3,1.25
1/1/16,Bellings,5168,Accessories,9,2.33,2.14
1/1/16,Bellings,5343,Home,1,3.5,1.75
1/1/16,Bellings,6027,Kids,1,3,1.25
1/1/16,Ready Wear,6330,Intimate,1,3.5,1.75
1/1/16,Bellings,6052,Kids,1,5.99,4.15
1/1/16,Bellings,6109,Intimate,2,1.83,0.91
1/1/16,Bellings,6725,Accessories,9,0.49,0.28
1/1/16,Ready Wear,2560,Kids,29,1.94,1.87
1/1/16,Ready Wear,4551,Hosiery,4,0.99,0.5
1/1/16,Bellings,6027,Shoes,5,8.6,8.21
1/1/16,Bellings,6725,Groceries,10,4.2,4
1/1/16,Ready Wear,2067,Accessories,2,1.99,1
1/1/16,Bellings,2485,Kids,11,2.18,2
1/1/16,Ready Wear,2617,Hosiery,10,1.2,1
1/1/16,Ready Wear,3076,Accessories,2,2.99,2
1/1/16,Bellings,6030,Groceries,13,1.44,1.29
1/1/16,Ready Wear,2067,Mens,1,3.99,2
1/1/16,Bellings,2609,Home,1,7.99,6
1/1/16,Bellings,2609,Home,1,7.99,6
1/1/16,Ready Wear,2800,Juniors,1,4.99,3
1/1/16,Bellings,3030,Home,1,7.99,6
1/1/16,Bellings,3134,Hosiery,1,4.99,3
1/1/16,Ready Wear,4068,Intimate,11,2.18,2
1/1/16,Bellings,4870,Home,1,7.99,6
1/1/16,Bellings,5011,Home,1,7.99,6
1/1/16,Bellings,6109,Home,1,7.99,6
1/1/16,Ready Wear,6330,Shoes,1,2.99,1
1/1/16,Bellings,6021,Womens,6,3.17,2.84
1/1/16,Bellings,870,Mens,1,7,5
1/1/16,Bellings,870,Kids,1,5,3
1/1/16,Bellings,2131,Mens,1,7,5
1/1/16,Ready Wear,2541,Intimate,4,1,0.5
1/1/16,Ready Wear,2560,Juniors,7,6.71,6.42
1/1/16,Bellings,2790,Womens,4,3,2.5
1/1/16,Ready Wear,3018,Shoes,1,3,1
1/1/16,Ready Wear,3551,Womens,2,5,4
1/1/16,Bellings,4870,Shoes,1,4,2
1/1/16,Bellings,6010,Kids,2,4,3
1/1/16,Bellings,7320,Mens,1,7,5
1/1/16,Bellings,7320,Kids,1,5,3
1/1/16,Bellings,4012,Womens,3,3.2,2.5
1/1/16,Ready Wear,4558,Kids,1,3.99,1.89
1/1/16,Bellings,4570,Hosiery,1,5.99,3.83
1/1/16,Bellings,4012,Intimate,2,1.99,0.9
1/1/16,Bellings,5011,Intimate,2,1.99,0.9
1/1/16,Ready Wear,3550,Kids,2,3,1.9
1/1/16,Ready Wear,4215,Home,3,0.99,0.25
1/1/16,Bellings,3280,Groceries,42,2.89,2.84
1/1/16,Ready Wear,2116,Accessories,1,5.99,3.75
1/1/16,Bellings,4012,Juniors,1,12.99,10.75
1/1/16,Bellings,7018,Juniors,1,4.99,2.75
1/1/16,Bellings,2478,Kids,1,4,1.75
1/1/16,Ready Wear,4551,Mens,-1,2,4.25
1/1/16,Ready Wear,2067,Mens,1,5,2.74
1/1/16,Bellings,3500,Juniors,1,5,2.74
1/1/16,Bellings,5011,Juniors,1,5,2.74
1/1/16,Bellings,3179,Juniors,1,7.28,5
1/1/16,Bellings,3136,Kids,3,2.67,1.9
1/1/16,Ready Wear,2650,Accessories,11,0.49,0.28
1/1/16,Bellings,3131,Accessories,84,4.08,4.05
1/1/16,Bellings,3179,Womens,1,4.61,2.25
1/1/16,Ready Wear,2830,Groceries,5,1.49,1
1/1/16,Ready Wear,4215,Accessories,5,1.49,1
1/1/16,Ready Wear,6280,Accessories,1,2.99,0.5
1/1/16,Ready Wear,2015,Accessories,1,4.5,2
1/1/16,Ready Wear,3551,Kids,5,1,0.5
1/1/16,Bellings,3931,Home,2,2.5,1.25
1/1/16,Bellings,4655,Home,2,3.5,2.25
1/1/16,Bellings,3429,Groceries,10,1.8,1.54
1/1/16,Ready Wear,3551,Accessories,1,3.99,1.4
1/1/16,Bellings,2609,Intimate,3,1.77,0.9
1/1/16,Bellings,4570,Intimate,3,1.77,0.9
1/1/16,Ready Wear,3076,Womens,40,2.27,2.2
1/1/16,Bellings,2790,Juniors,13,10.88,10.67
1/1/16,Ready Wear,2480,Groceries,5,0.99,0.45
1/1/16,Bellings,6010,Groceries,23,2.78,2.66
1/1/16,Bellings,5011,Kids,1,3.99,1.25
1/1/16,Ready Wear,2541,Kids,2,3.49,2.08
1/1/16,Bellings,4703,Groceries,22,3.27,3.14
1/1/16,Ready Wear,3551,Kids,12,2.74,2.5
1/1/16,Ready Wear,3551,Womens,50,2.91,2.85
1/1/16,Bellings,3134,Womens,7,3.13,2.71
1/1/16,Ready Wear,2116,Accessories,6,1.49,1
1/1/16,Ready Wear,4558,Accessories,6,1.49,1
1/1/16,Bellings,5043,Accessories,14,0.49,0.28
1/1/16,Ready Wear,2541,Kids,8,3.87,3.5
1/1/16,Ready Wear,2480,Juniors,6,6.5,6.01
1/1/16,Ready Wear,2541,Hosiery,13,1.23,1
1/1/16,Ready Wear,3018,Home,2,2.99,1.5
1/1/16,Ready Wear,3550,Home,2,2.99,1.5
1/1/16,Ready Wear,4053,Juniors,5,6.6,6
1/1/16,Ready Wear,4551,Kids,2,12.99,11.5
1/1/16,Bellings,4825,Womens,2,7.99,6.5
1/1/16,Bellings,4825,Womens,3,15.99,15
1/1/16,Ready Wear,2031,Mens,2,7.5,6.01
1/1/16,Bellings,3179,Womens,5,15.6,15
1/1/16,Bellings,4566,Groceries,1,6.99,4
1/1/16,Ready Wear,2020,Kids,6,5,4.5
1/1/16,Bellings,2539,Kids,3,4,3
1/1/16,Ready Wear,3018,Womens,3,16.67,15.67
1/1/16,Bellings,3134,Womens,1,7,4
1/1/16,Ready Wear,4215,Accessories,3,2,1
1/1/16,Bellings,5169,Womens,32,3.09,3
1/1/16,Bellings,6109,Kids,3,4,3
1/1/16,Ready Wear,3076,Kids,6,3.5,3
1/1/16,Ready Wear,4053,Juniors,10,9.89,9.59
1/1/16,Ready Wear,6330,Groceries,2,1.99,0.45
1/1/16,Ready Wear,2541,Kids,4,2.49,1.71
1/1/16,Bellings,4655,Accessories,9,2.44,2.08
1/1/16,Ready Wear,3076,Kids,1,6.99,3.75
1/1/16,Bellings,6027,Womens,1,7.99,4.75
1/1/16,Bellings,2609,Womens,2,4,2.38
1/1/16,Ready Wear,2800,Mens,5,1,0.35
1/1/16,Bellings,3280,Juniors,1,5.99,2.74
1/1/16,Bellings,4012,Juniors,13,3,2.75
1/1/16,Bellings,4680,Kids,1,7,3.75
1/1/16,Bellings,4700,Womens,1,7,3.75
1/1/16,Bellings,2141,Womens,2,5,3.37
1/1/16,Bellings,3136,Kids,3,2.99,1.9
1/1/16,Ready Wear,6280,Groceries,3,4.99,3.9
1/1/16,Bellings,5169,Juniors,2,5.5,3.86
1/1/16,Bellings,3136,Home,6,1.83,1.28
1/1/16,Ready Wear,4558,Kids,2,2.99,1.33
1/1/16,Bellings,6027,Groceries,22,1.63,1.48
1/1/16,Bellings,4703,Accessories,20,3.9,3.73
1/1/16,Bellings,2750,Juniors,3,9.33,8.18
1/1/16,Ready Wear,2067,Hosiery,2,1.99,0.25
1/1/16,Ready Wear,4068,Intimate,2,2.99,1.25
1/1/16,Bellings,5607,Hosiery,7,1.85,1.35
1/1/16,Bellings,3136,Womens,2,4.49,2.75
1/1/16,Ready Wear,2031,Intimate,1,6.99,3.5
1/1/16,Bellings,2131,Womens,2,6.5,4.76
1/1/16,Bellings,3179,Juniors,2,7.5,5.76
1/1/16,Bellings,3280,Kids,1,7.99,4.5
1/1/16,Ready Wear,3353,Intimate,1,6.99,3.5
1/1/16,Ready Wear,3551,Intimate,1,6.99,3.5
1/1/16,Bellings,3977,Womens,7,3,2.5
1/1/16,Bellings,4700,Kids,7,5,4.5
1/1/16,Bellings,7320,Groceries,17,1.16,0.95
1/1/16,Ready Wear,4558,Intimate,3,4.99,3.8
1/1/16,Ready Wear,2031,Home,5,0.97,0.25
1/1/16,Ready Wear,2830,Mens,1,4.99,1.34
1/1/16,Bellings,5082,Intimate,5,1.63,0.9
1/1/16,Bellings,4012,Juniors,7,11.28,10.75
1/1/16,Ready Wear,2830,Kids,2,3.49,1.63
1/1/16,Bellings,3136,Intimate,4,1.83,0.9
1/1/16,Ready Wear,4068,Home,5,2.24,1.5
1/1/16,Bellings,2141,Womens,1,5.99,2.25
1/1/16,Bellings,2609,Womens,-1,2,5.75
1/1/16,Bellings,7320,Home,3,3.5,2.25
1/1/16,Bellings,4700,Accessories,19,0.48,0.28
1/1/16,Ready Wear,2617,Intimate,16,2.49,2.25
1/1/16,Ready Wear,2031,Accessories,8,1.49,1
1/1/16,Bellings,4870,Intimate,4,1.89,0.9
1/1/16,Ready Wear,3550,Accessories,10,2.4,2
1/1/16,Bellings,3030,Accessories,49,5.8,5.72
1/1/16,Bellings,2131,Mens,2,3.99,2
1/1/16,Bellings,2478,Home,2,7.99,6
1/1/16,Bellings,3977,Home,2,7.99,6
1/1/16,Bellings,4870,Hosiery,5,2.6,1.8
1/1/16,Bellings,5011,Home,2,7.99,6
1/1/16,Bellings,5343,Home,2,7.99,6
1/1/16,Bellings,870,Juniors,2,6.5,4.51
1/1/16,Ready Wear,2067,Kids,1,7.99,4
1/1/16,Ready Wear,3018,Kids,4,3.75,2.75
1/1/16,Ready Wear,3148,Kids,1,7.99,4
1/1/16,Ready Wear,4068,Juniors,1,4.99,1
1/1/16,Bellings,4655,Groceries,30,1.42,1.29
1/1/16,Bellings,5168,Juniors,6,11.67,11.01
1/1/16,Ready Wear,3551,Juniors,1,5,1
1/1/16,Ready Wear,4119,Juniors,1,5,1
1/1/16,Bellings,5011,Shoes,2,4,2
1/1/16,Bellings,6030,Juniors,2,3,1
1/1/16,Bellings,3500,Intimate,4,1.91,0.9
1/1/16,Bellings,4012,Groceries,12,2.23,1.89
1/1/16,Ready Wear,2116,Kids,2,3.99,1.89
1/1/16,Bellings,6030,Hosiery,8,1.37,0.85
1/1/16,Ready Wear,3076,Womens,1,7.99,3.75
1/1/16,Bellings,6052,Womens,3,6.66,5.24
1/1/16,Ready Wear,4551,Mens,1,7,2.74
1/1/16,Bellings,6109,Womens,1,7,2.74
1/1/16,Bellings,4700,Home,4,2.5,1.43
1/1/16,Bellings,6112,Groceries,6,4.66,3.94
1/1/16,Bellings,3429,Intimate,4,1.99,0.9
1/1/16,Bellings,6010,Intimate,4,1.99,0.9
1/1/16,Ready Wear,2830,Kids,7,3.13,2.5
1/1/16,Ready Wear,3148,Home,6,0.99,0.25
1/1/16,Bellings,4700,Womens,9,9.55,9.05
1/1/16,Bellings,2158,Juniors,4,10,8.88
1/1/16,Ready Wear,3018,Intimate,2,2.49,0.25
1/1/16,Bellings,3179,Mens,2,3.99,1.75
1/1/16,Bellings,2141,Womens,1,12.99,8.5
1/1/16,Bellings,4740,Womens,1,12.99,8.5
1/1/16,Bellings,5011,Kids,3,6,4.5
1/1/16,Bellings,5082,Kids,3,6,4.5
1/1/16,Ready Wear,2020,Intimate,3,3.5,2
1/1/16,Bellings,2609,Kids,9,5,4.5
1/1/16,Ready Wear,2650,Kids,9,3,2.5
1/1/16,Ready Wear,2800,Womens,17,10.06,9.8
1/1/16,Bellings,3977,Kids,3,4,2.5
1/1/16,Ready Wear,4558,Mens,3,3,1.5
1/1/16,Bellings,4825,Kids,3,2,0.5
1/1/16,Bellings,4802,Juniors,2,5,2.75
1/1/16,Bellings,2609,Kids,5,3.6,2.67
1/1/16,Ready Wear,2480,Juniors,36,4.5,4.37
1/1/16,Bellings,3280,Womens,2,5.5,3.13
1/1/16,Ready Wear,4558,Kids,2,3.99,1.57
1/1/16,Ready Wear,2350,Kids,17,0.98,0.69
1/1/16,Ready Wear,3148,Accessories,11,1.44,1
1/1/16,Bellings,5043,Home,53,2.46,2.37
1/1/16,Ready Wear,4068,Mens,7,1.14,0.44
1/1/16,Ready Wear,6330,Hosiery,10,0.99,0.5
1/1/16,Ready Wear,2650,Kids,3,1.99,0.35
1/1/16,Bellings,2790,Womens,15,15.33,15
1/1/16,Bellings,4740,Intimate,5,1.89,0.9
1/1/16,Bellings,6027,Womens,9,4.96,4.41
1/1/16,Ready Wear,4215,Juniors,7,6.71,6
1/1/16,Ready Wear,3066,Juniors,8,6.62,6
1/1/16,Bellings,2120,Juniors,7,5.85,5.14
1/1/16,Bellings,4655,Womens,3,16.66,15
1/1/16,Bellings,4802,Mens,2,4.99,2.5
1/1/16,Bellings,2064,Womens,1,14.99,10
1/1/16,Ready Wear,2067,Accessories,1,5.99,1
1/1/16,Bellings,2120,Womens,4,11.25,10
1/1/16,Bellings,2131,Womens,1,19.99,15
1/1/16,Ready Wear,2350,Accessories,1,5.99,1
1/1/16,Bellings,2609,Womens,1,14.99,10
1/1/16,Ready Wear,3066,Accessories,1,5.99,1
1/1/16,Ready Wear,3076,Accessories,1,5.99,1
1/1/16,Bellings,3630,Womens,1,14.99,10
1/1/16,Ready Wear,4068,Juniors,1,14.99,10
1/1/16,Ready Wear,4509,Accessories,1,5.99,1
1/1/16,Bellings,4655,Mens,1,9.99,5
1/1/16,Bellings,4825,Juniors,1,14.99,10
1/1/16,Bellings,4870,Mens,1,9.99,5
1/1/16,Bellings,6027,Mens,1,7.99,3
1/1/16,Bellings,870,Home,4,3.5,2.25
1/1/16,Bellings,2064,Mens,2,7,4.5
1/1/16,Ready Wear,2800,Accessories,23,2.22,2
1/1/16,Bellings,5011,Kids,5,4,3
1/1/16,Bellings,5011,Juniors,1,14,9
1/1/16,Bellings,6112,Home,4,3.5,2.25
1/1/16,Ready Wear,3066,Juniors,32,11.64,11.48
1/1/16,Bellings,870,Accessories,10,1.49,0.97
1/1/16,Bellings,4655,Kids,4,1.8,0.5
1/1/16,Ready Wear,2795,Kids,3,4.99,3.25
1/1/16,Ready Wear,3148,Juniors,9,9.11,8.53
1/1/16,Bellings,3500,Mens,2,5.49,2.88
1/1/16,Bellings,7010,Accessories,4,10.25,8.94
1/1/16,Bellings,2064,Mens,3,7,5.25
1/1/16,Bellings,2120,Juniors,1,7.99,2.74
1/1/16,Bellings,3429,Juniors,1,7.99,2.74
1/1/16,Ready Wear,3551,Intimate,70,0.55,0.48
1/1/16,Bellings,4305,Home,3,5,3.24
1/1/16,Bellings,3500,Accessories,17,4.23,3.92
1/1/16,Ready Wear,4551,Womens,150,2.71,2.67
1/1/16,Ready Wear,3353,Hosiery,4,1.99,0.65
1/1/16,Bellings,3931,Groceries,20,2.77,2.5
1/1/16,Bellings,5607,Groceries,14,2.61,2.23
1/1/16,Ready Wear,4215,Groceries,1,5.99,0.59
1/1/16,Ready Wear,6280,Home,4,4.87,3.51
1/1/16,Ready Wear,4558,Mens,5,1.59,0.5
1/1/16,Bellings,2750,Accessories,4,5.49,4.12
1/1/16,Bellings,6030,Womens,3,10.66,8.83
1/1/16,Bellings,3931,Juniors,1,14.99,9.5
1/1/16,Ready Wear,4509,Juniors,2,7.5,4.76
1/1/16,Bellings,5011,Womens,2,5,2.25
1/1/16,Bellings,5607,Juniors,11,10,9.5
1/1/16,Ready Wear,2067,Home,7,2.29,1.5
1/1/16,Bellings,7018,Hosiery,7,1.99,1.18
1/1/16,Ready Wear,4215,Shoes,43,9.25,9.12
1/1/16,Ready Wear,3550,Hosiery,5,3.4,2.25
1/1/16,Bellings,3131,Womens,5,3.5,2.35
1/1/16,Ready Wear,3353,Womens,7,1.85,1.03
1/1/16,Ready Wear,3066,Kids,32,2.66,2.48
1/1/16,Ready Wear,2617,Womens,16,10.37,10
1/1/16,Bellings,6021,Womens,9,3.66,3
1/1/16,Ready Wear,6330,Intimate,5,4.99,3.8
1/1/16,Bellings,4566,Kids,4,2.99,1.5
1/1/16,Ready Wear,2020,Womens,21,6.33,6.05
1/1/16,Ready Wear,2067,Accessories,6,1.5,0.51
1/1/16,Ready Wear,3551,Accessories,3,2.99,1
1/1/16,Bellings,6027,Home,3,4.99,3
1/1/16,Bellings,6109,Home,3,5.99,4
1/1/16,Bellings,4703,Accessories,3,6.99,5
1/1/16,Bellings,2064,Juniors,2,8,5.01
1/1/16,Ready Wear,2541,Juniors,4,6.25,4.75
1/1/16,Ready Wear,2560,Juniors,4,6.25,4.75
1/1/16,Bellings,2131,Kids,4,4,2.5
1/1/16,Bellings,2485,Womens,1,7,1
1/1/16,Bellings,7010,Accessories,30,5.73,5.53
1/1/16,Bellings,2790,Home,14,2.71,2.27
1/1/16,Ready Wear,6280,Kids,4,3.49,1.95
1/1/16,Bellings,4566,Home,3,6.99,4.92
1/1/16,Bellings,6725,Home,3,6.99,4.92
1/1/16,Bellings,3280,Womens,1,9.99,3.75
1/1/16,Bellings,3931,Kids,1,7.99,1.75
1/1/16,Bellings,4305,Kids,1,7.99,1.75
1/1/16,Bellings,2141,Groceries,16,2.19,1.8
1/1/16,Ready Wear,4119,Accessories,44,7.98,7.84
1/1/16,Bellings,2158,Accessories,3,12.99,10.88
1/1/16,Bellings,7010,Groceries,37,1.55,1.38
1/1/16,Ready Wear,3066,Juniors,4,2.99,1.4
1/1/16,Ready Wear,2560,Accessories,3,2.99,0.86
1/1/16,Bellings,4655,Hosiery,18,1.33,0.98
1/1/16,Ready Wear,2830,Kids,9,2.22,1.5
1/1/16,Bellings,4700,Juniors,2,12.99,9.75
1/1/16,Bellings,4703,Mens,2,5.99,2.75
1/1/16,Bellings,6030,Womens,2,7.99,4.75
1/1/16,Bellings,6725,Hosiery,3,5.99,3.83
1/1/16,Ready Wear,2795,Womens,2,9,5.76
1/1/16,Bellings,5011,Womens,1,12.99,6.5
1/1/16,Ready Wear,6330,Mens,1,12.99,6.5
1/1/16,Bellings,5169,Kids,17,2.35,1.96
1/1/16,Ready Wear,3076,Kids,7,2.42,1.47
1/1/16,Bellings,7010,Home,3,7.72,5.5
1/1/16,Ready Wear,2015,Home,5,1.59,0.25
1/1/16,Bellings,4802,Juniors,3,12.99,10.75
1/1/16,Bellings,6027,Juniors,3,12.99,10.75
1/1/16,Bellings,5169,Hosiery,4,4.99,3.3
1/1/16,Ready Wear,4558,Accessories,2,5,1.61
1/1/16,Ready Wear,6330,Accessories,2,5,1.61
1/1/16,Bellings,3136,Accessories,33,0.49,0.28
1/1/16,Bellings,5011,Hosiery,7,2.28,1.29
1/1/16,Ready Wear,3551,Juniors,12,6.58,6
1/1/16,Ready Wear,2830,Juniors,13,7.11,6.57
1/1/16,Bellings,2120,Home,2,7.99,4.5
1/1/16,Bellings,2158,Womens,2,6.99,3.5
1/1/16,Ready Wear,3148,Intimate,2,6.99,3.5
1/1/16,Bellings,4220,Womens,4,6.5,4.76
1/1/16,Ready Wear,2617,Juniors,4,9.25,7.5
1/1/16,Ready Wear,3018,Womens,6,10.5,9.34
1/1/16,Ready Wear,3066,Kids,8,5.37,4.5
1/1/16,Ready Wear,4119,Kids,7,2.28,1.28
1/1/16,Bellings,4305,Home,1,14.99,8
